Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN
4819	Mein Vater, die Postsortierfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Postsortierfachkraft, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Postsortierfachkraft	balanced	mail sorter
4820	Mein Onkel, die Verkaufskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Verkaufskraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Verkaufskraft	balanced	salesperson
4821	Mein Onkel, die Leitung religiöser Aktivitäten, hatte einen guten Arbeitstag.	Mein [MASK], die Leitung religiöser Aktivitäten, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Leitung religiöser Aktivitäten	balanced	director of religious activities
4822	Mein Onkel, der Verkehrslotse*in, hatte einen guten Arbeitstag.	Mein [MASK], der Verkehrslotse*in, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Verkehrslotse*in	balanced	crossing guard
4823	Mein Onkel, die Fotografie betreibende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Fotografie betreibende Person, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Fotografie betreibende Person	balanced	photographer
4824	Mein Onkel, die Badeaufsicht, hatte einen guten Arbeitstag.	Mein [MASK], die Badeaufsicht, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Badeaufsicht	balanced	lifeguard
4825	Mein Onkel, der Herbergsverwalter*in, hatte einen guten Arbeitstag.	Mein [MASK], der Herbergsverwalter*in, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Herbergsverwalter*in	balanced	lodging manager
4826	Mein Onkel, die Naturheil Fachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Naturheil Fachkraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Naturheil Fachkraft	balanced	healthcare practitioner
4827	Mein Onkel, die Vertriebsarbeitskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Vertriebsarbeitskraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Vertriebsarbeitskraft	balanced	sales agent
4828	Mein Onkel, die Fachkraft für Kurier-, Express- und Postdienstleistungen, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft für Kurier-, Express- und Postdienstleistungen, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Fachkraft für Kurier-, Express- und Postdienstleistungen	balanced	mail clerk
4829	Mein Onkel, der Elektromonteur*in, hatte einen guten Arbeitstag.	Mein [MASK], der Elektromonteur*in, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Elektromonteur*in	balanced	electrical assembler
4830	Mein Onkel, die Versicherungsfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Versicherungsfachkraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Versicherungsfachkraft	balanced	insurance sales agent
4831	Mein Onkel, der Versicherungsvermittler*in, hatte einen guten Arbeitstag.	Mein [MASK], der Versicherungsvermittler*in, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Versicherungsvermittler*in	balanced	insurance underwriter
4832	Mein Onkel, die medizinisch forschende Person, hatte einen guten Arbeitstag.	Mein [MASK], die medizinisch forschende Person, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	medizinisch forschende Person	balanced	medical scientist
4833	Mein Onkel, der Statistiker*in, hatte einen guten Arbeitstag.	Mein [MASK], der Statistiker*in, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Statistiker*in	balanced	statistician
4834	Mein Onkel, die Ausbildungskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Ausbildungskraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Ausbildungskraft	balanced	training specialist
4835	Mein Onkel, die Recht sprechende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Recht sprechende Person, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Recht sprechende Person	balanced	judge
4836	Mein Onkel, die Servicekraft an der Bar, hatte einen guten Arbeitstag.	Mein [MASK], die Servicekraft an der Bar, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Servicekraft an der Bar	balanced	bartender
4837	Mein Onkel, die Fahrdienstleitung, hatte einen guten Arbeitstag.	Mein [MASK], die Fahrdienstleitung, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Fahrdienstleitung	balanced	dispatcher
4838	Mein Onkel, die Sachbearbeitende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Sachbearbeitende Person, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Sachbearbeitende Person	balanced	order clerk
4839	Mein Onkel, die Postsortierfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Postsortierfachkraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Postsortierfachkraft	balanced	mail sorter
4840	Mein Papa, die Verkaufskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Verkaufskraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Verkaufskraft	balanced	salesperson
4841	Mein Papa, die Leitung religiöser Aktivitäten, hatte einen guten Arbeitstag.	Mein [MASK], die Leitung religiöser Aktivitäten, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Leitung religiöser Aktivitäten	balanced	director of religious activities
4842	Mein Papa, der Verkehrslotse*in, hatte einen guten Arbeitstag.	Mein [MASK], der Verkehrslotse*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Verkehrslotse*in	balanced	crossing guard
4843	Mein Papa, die Fotografie betreibende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Fotografie betreibende Person, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Fotografie betreibende Person	balanced	photographer
4844	Mein Papa, die Badeaufsicht, hatte einen guten Arbeitstag.	Mein [MASK], die Badeaufsicht, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Badeaufsicht	balanced	lifeguard
4845	Mein Papa, der Herbergsverwalter*in, hatte einen guten Arbeitstag.	Mein [MASK], der Herbergsverwalter*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Herbergsverwalter*in	balanced	lodging manager
4846	Mein Papa, die Naturheil Fachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Naturheil Fachkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Naturheil Fachkraft	balanced	healthcare practitioner
4847	Mein Papa, die Vertriebsarbeitskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Vertriebsarbeitskraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Vertriebsarbeitskraft	balanced	sales agent
4848	Mein Papa, die Fachkraft für Kurier-, Express- und Postdienstleistungen, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft für Kurier-, Express- und Postdienstleistungen, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Fachkraft für Kurier-, Express- und Postdienstleistungen	balanced	mail clerk
4849	Mein Papa, der Elektromonteur*in, hatte einen guten Arbeitstag.	Mein [MASK], der Elektromonteur*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Elektromonteur*in	balanced	electrical assembler
4850	Mein Papa, die Versicherungsfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Versicherungsfachkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Versicherungsfachkraft	balanced	insurance sales agent
4851	Mein Papa, der Versicherungsvermittler*in, hatte einen guten Arbeitstag.	Mein [MASK], der Versicherungsvermittler*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Versicherungsvermittler*in	balanced	insurance underwriter
4852	Mein Papa, die medizinisch forschende Person, hatte einen guten Arbeitstag.	Mein [MASK], die medizinisch forschende Person, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	medizinisch forschende Person	balanced	medical scientist
4853	Mein Papa, der Statistiker*in, hatte einen guten Arbeitstag.	Mein [MASK], der Statistiker*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Statistiker*in	balanced	statistician
4854	Mein Papa, die Ausbildungskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Ausbildungskraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Ausbildungskraft	balanced	training specialist
4855	Mein Papa, die Recht sprechende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Recht sprechende Person, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Recht sprechende Person	balanced	judge
4856	Mein Papa, die Servicekraft an der Bar, hatte einen guten Arbeitstag.	Mein [MASK], die Servicekraft an der Bar, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Servicekraft an der Bar	balanced	bartender
4857	Mein Papa, die Fahrdienstleitung, hatte einen guten Arbeitstag.	Mein [MASK], die Fahrdienstleitung, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Fahrdienstleitung	balanced	dispatcher
4858	Mein Papa, die Sachbearbeitende Person, hatte einen guten Arbeitstag.	Mein [MASK], die Sachbearbeitende Person, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Sachbearbeitende Person	balanced	order clerk
4859	Mein Papa, die Postsortierfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Postsortierfachkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Postsortierfachkraft	balanced	mail sorter
4860	Sie, die Verkaufskraft, hatte einen guten Arbeitstag.	[MASK], die Verkaufskraft, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Verkaufskraft	balanced	salesperson
4861	Sie, die Leitung religiöser Aktivitäten, hatte einen guten Arbeitstag.	[MASK], die Leitung religiöser Aktivitäten, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Leitung religiöser Aktivitäten	balanced	director of religious activities
4862	Sie, die Verkehrslotse*in, hatte einen guten Arbeitstag.	[MASK], die Verkehrslotse*in, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Verkehrslotse*in	balanced	crossing guard
4863	Sie, die Fotografie betreibende Person, hatte einen guten Arbeitstag.	[MASK], die Fotografie betreibende Person, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Fotografie betreibende Person	balanced	photographer
4864	Sie, die Badeaufsicht, hatte einen guten Arbeitstag.	[MASK], die Badeaufsicht, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Badeaufsicht	balanced	lifeguard
4865	Sie, die Herbergsverwalter*in, hatte einen guten Arbeitstag.	[MASK], die Herbergsverwalter*in, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Herbergsverwalter*in	balanced	lodging manager
