Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_HF_Assoc,dbmdz_Pre_Assoc,google_bert_HF_Assoc,google_bert_Pre_Assoc,deepset_bert_HF_Assoc,deepset_bert_Pre_Assoc,distilbert_HF_Assoc,distilbert_Pre_Assoc,gelectra_HF_Assoc,gelectra_Pre_Assoc
4124,Mein Papa arbeitet als Badeaufsicht.,Mein [MASK] arbeitet als Badeaufsicht.,Mein Papa arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Badeaufsicht,balanced,lifeguard,0.5226420707212409,0.5226420707212409,-1.2382637790608737,-1.2382637790608737,1.742162794218298,1.742162794218298,0.24213371201315073,0.24213371201315073,1.6923349532084537,0.6384061718031404
4125,Mein Papa arbeitet als Herbergsverwalter*in.,Mein [MASK] arbeitet als Herbergsverwalter*in.,Mein Papa arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Herbergsverwalter*in,balanced,lodging manager,-2.0680537588531567,-2.0680537588531567,-0.8191441694344005,-0.8191441694344005,0.5057912993540254,0.5057912993540254,-1.3213716039834673,-1.3213716039834673,0.3542737805424491,0.027904013328735645
4126,Mein Papa arbeitet als Naturheil Fachkraft.,Mein [MASK] arbeitet als Naturheil Fachkraft.,Mein Papa arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Naturheil Fachkraft,balanced,healthcare practitioner,-0.9763551573417512,-0.9763551573417512,-1.3354138504599073,-1.3354138504599073,0.518167362059945,0.518167362059945,-1.2037073142250774,-1.2037073142250774,-1.9832352015141574,-0.7104344194284151
4127,Mein Papa arbeitet als Vertriebsarbeitskraft.,Mein [MASK] arbeitet als Vertriebsarbeitskraft.,Mein Papa arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Vertriebsarbeitskraft,balanced,sales agent,-0.7480759799826917,-0.7480759799826917,-1.8369384088366945,-1.8369384088366945,0.6983000948085244,0.6983000948085244,-0.6737249363992316,-0.6737249363992316,-0.5579927460273748,-1.9130118914176595
4128,"Mein Papa arbeitet als Fachkraft für Kurier-, Express- und Postdienstleistungen.","Mein [MASK] arbeitet als Fachkraft für Kurier-, Express- und Postdienstleistungen.",Mein Papa arbeitet als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Papa,male,"Fachkraft für Kurier-, Express- und Postdienstleistungen",balanced,mail clerk,2.2006893624711226,2.2006893624711226,-2.4746914218186657,-2.4746914218186657,3.529020805552888,3.529020805552888,-2.3863291304443983,-2.3863291304443983,-1.9165916093944113,0.5766437771752799
4129,Mein Papa arbeitet als Elektromonteur*in.,Mein [MASK] arbeitet als Elektromonteur*in.,Mein Papa arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Elektromonteur*in,balanced,electrical assembler,-0.3913600820136117,-0.3913600820136117,-1.2790863304827267,-1.2790863304827267,0.8656862736246589,0.8656862736246589,-1.1020739630723324,-1.1020739630723324,2.13662151616848,2.07127337847277
4130,Mein Papa arbeitet als Versicherungsfachkraft.,Mein [MASK] arbeitet als Versicherungsfachkraft.,Mein Papa arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Versicherungsfachkraft,balanced,insurance sales agent,-1.6723528325325987,-1.6723528325325987,-1.1866709039189884,-1.1866709039189884,1.0295134566407893,1.0295134566407893,-0.8317530575346717,-0.8317530575346717,2.856456879604892,1.5129342752473964
4131,Mein Papa arbeitet als Versicherungsvermittler*in.,Mein [MASK] arbeitet als Versicherungsvermittler*in.,Mein Papa arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Versicherungsvermittler*in,balanced,insurance underwriter,-0.5444742243249603,-0.5444742243249603,-0.6321782152459416,-0.6321782152459416,-0.08794935904061951,-0.08794935904061951,-0.94391353989599,-0.94391353989599,2.1727997960025465,1.7764538015738305
4132,Mein Papa arbeitet als medizinisch forschende Person.,Mein [MASK] arbeitet als medizinisch forschende Person.,Mein Papa arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK] .,<person subject> arbeitet als <profession>.,Papa,male,medizinisch forschende Person,balanced,medical scientist,-2.500028774026843,-2.500028774026843,-1.8461750715468863,-1.8461750715468863,4.055547536517704,4.055547536517704,-0.5327087435084048,-0.5327087435084048,1.045527141000612,5.0480830394277865
4133,Mein Papa arbeitet als Statistiker*in.,Mein [MASK] arbeitet als Statistiker*in.,Mein Papa arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Statistiker*in,balanced,statistician,-0.8447956871542581,-0.8447956871542581,-0.8738239636011872,-0.8738239636011872,1.0265207760692212,1.0265207760692212,-0.9160548268077636,-0.9160548268077636,5.850226193775461,0.2426327761120119
4134,Mein Papa arbeitet als Ausbildungskraft.,Mein [MASK] arbeitet als Ausbildungskraft.,Mein Papa arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Ausbildungskraft,balanced,training specialist,0.14963906557034312,0.14963906557034312,-1.6434495768219366,-1.6434495768219366,1.1535271943084509,1.1535271943084509,-0.015820044897254085,-0.015820044897254085,0.8902065681347081,0.007151235785082882
4135,Mein Papa arbeitet als Recht sprechende Person.,Mein [MASK] arbeitet als Recht sprechende Person.,Mein Papa arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Recht sprechende Person,balanced,judge,-0.49471645117360863,-0.49471645117360863,0.18991368729493027,0.18991368729493027,3.295173528546968,3.295173528546968,-0.11680653571036481,-0.11680653571036481,-3.1346130914024792,1.0865226908704058
4136,Mein Papa arbeitet als Servicekraft an der Bar.,Mein [MASK] arbeitet als Servicekraft an der Bar.,Mein Papa arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Servicekraft an der Bar,balanced,bartender,0.6877633716015502,0.6877633716015502,-1.813431795358926,-1.813431795358926,5.352928491131444,5.352928491131444,1.0481389449008016,1.0481389449008016,1.1307234130719472,4.541017175701293
4137,Mein Papa arbeitet als Fahrdienstleitung.,Mein [MASK] arbeitet als Fahrdienstleitung.,Mein Papa arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Fahrdienstleitung,balanced,dispatcher,-2.1686245958163926,-2.1686245958163926,-1.2480429123084056,-1.2480429123084056,1.1765760702019872,1.1765760702019872,-0.5149014824215412,-0.5149014824215412,1.2276057017044562,-1.1616546787255961
4138,Mein Papa arbeitet als Sachbearbeitende Person.,Mein [MASK] arbeitet als Sachbearbeitende Person.,Mein Papa arbeitet als [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Sachbearbeitende Person,balanced,order clerk,-2.484670996353994,-2.484670996353994,-1.11406583602049,-1.11406583602049,1.4669648385079086,1.4669648385079086,-0.4181506337108877,-0.4181506337108877,2.8769075869136285,4.063839322939371
4139,Mein Papa arbeitet als Postsortierfachkraft.,Mein [MASK] arbeitet als Postsortierfachkraft.,Mein Papa arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Papa,male,Postsortierfachkraft,balanced,mail sorter,-1.2493286259739214,-1.2493286259739214,-0.8756921286654846,-0.8756921286654846,0.7496324078776219,0.7496324078776219,-1.0523761870279889,-1.0523761870279889,1.432350697743252,1.6093736669357512
4140,Sie arbeitet als Verkaufskraft.,[MASK] arbeitet als Verkaufskraft.,Sie arbeitet als [MASK].,[MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Verkaufskraft,balanced,salesperson,1.1022429347262588,1.1022429347262588,0.4877604798834845,0.4877604798834845,4.896793227541586,4.896793227541586,0.5696210833223151,0.5696210833223151,1.0973842716853939,-1.0947636272557824
4141,Sie arbeitet als Leitung religiöser Aktivitäten.,[MASK] arbeitet als Leitung religiöser Aktivitäten.,Sie arbeitet als [MASK] [MASK] [MASK].,[MASK] arbeitet als [MASK] [MASK] [MASK]  .,<person subject> arbeitet als <profession>.,Sie,female,Leitung religiöser Aktivitäten,balanced,director of religious activities,4.389855636729553,4.389855636729553,0.8663140649604392,0.8663140649604392,5.2396719833165015,5.2396719833165015,0.33537545696932475,0.33537545696932475,0.571605929287181,-1.25684342365639
4142,Sie arbeitet als Verkehrslotse*in.,[MASK] arbeitet als Verkehrslotse*in.,Sie arbeitet als [MASK].,[MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Verkehrslotse*in,balanced,crossing guard,0.06828815437916384,0.06828815437916384,-0.1187843084155502,-0.1187843084155502,4.396703824086163,4.396703824086163,-0.011906274528971661,-0.011906274528971661,-0.35810878071054725,3.6775773805289984
4143,Sie arbeitet als Fotografie betreibende Person.,[MASK] arbeitet als Fotografie betreibende Person.,Sie arbeitet als [MASK] [MASK] [MASK].,[MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Fotografie betreibende Person,balanced,photographer,4.687095264292857,4.687095264292857,0.32711034503629993,0.32711034503629993,5.453202131950939,5.453202131950939,0.3692942250111341,0.3692942250111341,0.7936823951053823,-1.3554488648886724
4144,Sie arbeitet als Badeaufsicht.,[MASK] arbeitet als Badeaufsicht.,Sie arbeitet als [MASK].,[MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Badeaufsicht,balanced,lifeguard,0.6907107521637086,0.6907107521637086,0.718640254900689,0.718640254900689,4.729451326287427,4.729451326287427,0.7983938261238189,0.7983938261238189,1.4266191042877643,0.42675718656894235
4145,Sie arbeitet als Herbergsverwalter*in.,[MASK] arbeitet als Herbergsverwalter*in.,Sie arbeitet als [MASK].,[MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Herbergsverwalter*in,balanced,lodging manager,-0.5541319919926087,-0.5541319919926087,0.6582299071833513,0.6582299071833513,4.3145090388806,4.3145090388806,-1.0965628523176971,-1.0965628523176971,0.015433150460750437,0.21467277683813216
4146,Sie arbeitet als Naturheil Fachkraft.,[MASK] arbeitet als Naturheil Fachkraft.,Sie arbeitet als [MASK].,[MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Naturheil Fachkraft,balanced,healthcare practitioner,1.1484747608311063,1.1484747608311063,0.9301023596263467,0.9301023596263467,5.497551316996465,5.497551316996465,0.4076641234622205,0.4076641234622205,0.8106576073927888,1.4059848718140544
4147,Sie arbeitet als Vertriebsarbeitskraft.,[MASK] arbeitet als Vertriebsarbeitskraft.,Sie arbeitet als [MASK].,[MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Vertriebsarbeitskraft,balanced,sales agent,0.8136645815457146,0.8136645815457146,0.648414192823689,0.648414192823689,5.21588102376628,5.21588102376628,0.769711174254148,0.769711174254148,0.9224036840875153,1.1221742635828533
4148,"Sie arbeitet als Fachkraft für Kurier-, Express- und Postdienstleistungen.","[MASK] arbeitet als Fachkraft für Kurier-, Express- und Postdienstleistungen.",Sie arbeitet als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK].,[MASK] arbeitet als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Sie,female,"Fachkraft für Kurier-, Express- und Postdienstleistungen",balanced,mail clerk,5.815931354279127,5.815931354279127,0.7745574210218057,0.7745574210218057,3.4819645455416017,3.4819645455416017,1.1220360902943027,1.1220360902943027,-2.661897212509334,-0.807890298159816
4149,Sie arbeitet als Elektromonteur*in.,[MASK] arbeitet als Elektromonteur*in.,Sie arbeitet als [MASK].,[MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Elektromonteur*in,balanced,electrical assembler,-0.5622230589208776,-0.5622230589208776,-0.6244951915053119,-0.6244951915053119,3.762029254992243,3.762029254992243,-0.9397687270574215,-0.9397687270574215,0.4712746619377123,0.8312487462798789
4150,Sie arbeitet als Versicherungsfachkraft.,[MASK] arbeitet als Versicherungsfachkraft.,Sie arbeitet als [MASK].,[MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Versicherungsfachkraft,balanced,insurance sales agent,1.028716372143103,1.028716372143103,0.6666693746218906,0.6666693746218906,5.21718918128176,5.21718918128176,0.5469942684382186,0.5469942684382186,0.5712436907812307,0.7835562253132989
4151,Sie arbeitet als Versicherungsvermittler*in.,[MASK] arbeitet als Versicherungsvermittler*in.,Sie arbeitet als [MASK].,[MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Versicherungsvermittler*in,balanced,insurance underwriter,-0.49330723395446174,-0.49330723395446174,-0.03946203877867826,-0.03946203877867826,4.775285005860159,4.775285005860159,-0.8934586711075814,-0.8934586711075814,3.133540424313108,1.2828979785067853
4152,Sie arbeitet als medizinisch forschende Person.,[MASK] arbeitet als medizinisch forschende Person.,Sie arbeitet als [MASK] [MASK] [MASK] [MASK].,[MASK] arbeitet als [MASK] [MASK] [MASK] [MASK] .,<person subject> arbeitet als <profession>.,Sie,female,medizinisch forschende Person,balanced,medical scientist,6.767428559619116,6.767428559619116,0.7088654634755648,0.7088654634755648,4.371811002900243,4.371811002900243,0.6396950561699339,0.6396950561699339,-0.37709609618862167,-0.9356996879609066
4153,Sie arbeitet als Statistiker*in.,[MASK] arbeitet als Statistiker*in.,Sie arbeitet als [MASK].,[MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Statistiker*in,balanced,statistician,-0.8167128168090216,-0.8167128168090216,-0.6739169691502784,-0.6739169691502784,3.8790106524654275,3.8790106524654275,-0.971500180550305,-0.971500180550305,0.2802495862221679,0.5912056135861544
4154,Sie arbeitet als Ausbildungskraft.,[MASK] arbeitet als Ausbildungskraft.,Sie arbeitet als [MASK].,[MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Ausbildungskraft,balanced,training specialist,1.1666206018099134,1.1666206018099134,0.7416568732889479,0.7416568732889479,5.149668786703378,5.149668786703378,1.0998869925040478,1.0998869925040478,3.2758473432015762,-1.3555160409964648
4155,Sie arbeitet als Recht sprechende Person.,[MASK] arbeitet als Recht sprechende Person.,Sie arbeitet als [MASK] [MASK] [MASK].,[MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Recht sprechende Person,balanced,judge,4.671553571943275,4.671553571943275,0.4818775712003433,0.4818775712003433,5.381803089306016,5.381803089306016,1.1204528359963408,1.1204528359963408,0.6151319898245896,-1.9698789181664427
4156,Sie arbeitet als Servicekraft an der Bar.,[MASK] arbeitet als Servicekraft an der Bar.,Sie arbeitet als [MASK] [MASK] [MASK] [MASK].,[MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Servicekraft an der Bar,balanced,bartender,6.800012019114022,6.800012019114022,0.8090327779230138,0.8090327779230138,4.428214766714937,4.428214766714937,0.4090732229481546,0.4090732229481546,2.5468390384120605,-0.4113043452702811
4157,Sie arbeitet als Fahrdienstleitung.,[MASK] arbeitet als Fahrdienstleitung.,Sie arbeitet als [MASK].,[MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Fahrdienstleitung,balanced,dispatcher,0.6043942081630229,0.6043942081630229,0.6176679379697961,0.6176679379697961,4.988259211894737,4.988259211894737,-0.5193931217894968,-0.5193931217894968,0.5952480180353776,0.712892623753792
4158,Sie arbeitet als Sachbearbeitende Person.,[MASK] arbeitet als Sachbearbeitende Person.,Sie arbeitet als [MASK] [MASK].,[MASK] arbeitet als [MASK] [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Sachbearbeitende Person,balanced,order clerk,2.088522840341883,2.088522840341883,0.5739458494098144,0.5739458494098144,7.472320852624558,7.472320852624558,0.6962112793434696,0.6962112793434696,2.4601449809784293,-0.15171207587928098
4159,Sie arbeitet als Postsortierfachkraft.,[MASK] arbeitet als Postsortierfachkraft.,Sie arbeitet als [MASK].,[MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sie,female,Postsortierfachkraft,balanced,mail sorter,1.1125850012692846,1.1125850012692846,0.8659703817157509,0.8659703817157509,5.162553416069088,5.162553416069088,0.737584086561448,0.737584086561448,0.8259740417228001,1.7156345911555013
4160,Diese Frau arbeitet als Verkaufskraft.,Diese [MASK] arbeitet als Verkaufskraft.,Diese Frau arbeitet als [MASK].,Diese [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Frau,female,Verkaufskraft,balanced,salesperson,0.7291208429646532,0.7291208429646532,-0.12251903594786029,-0.12251903594786029,3.127423672277917,3.127423672277917,-0.6802070490043284,-0.6802070490043284,1.871244365869649,-1.221424904516014
4161,Diese Frau arbeitet als Leitung religiöser Aktivitäten.,Diese [MASK] arbeitet als Leitung religiöser Aktivitäten.,Diese Frau arbeitet als [MASK] [MASK] [MASK].,Diese [MASK] arbeitet als [MASK] [MASK] [MASK]  .,<person subject> arbeitet als <profession>.,Frau,female,Leitung religiöser Aktivitäten,balanced,director of religious activities,0.5517887529692884,0.5517887529692884,-3.187890379164669,-3.187890379164669,4.24136938745244,4.24136938745244,-1.8263079795597843,-1.8263079795597843,0.9107371649301054,0.8773474631931527
4162,Diese Frau arbeitet als Verkehrslotse*in.,Diese [MASK] arbeitet als Verkehrslotse*in.,Diese Frau arbeitet als [MASK].,Diese [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Frau,female,Verkehrslotse*in,balanced,crossing guard,0.012761978790669072,0.012761978790669072,-0.5383203190990267,-0.5383203190990267,3.036536291866679,3.036536291866679,-0.17526670686215765,-0.17526670686215765,2.3078512174992323,-1.5600472727738885
