Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_Pre_Assoc_Avg,dbmdz_Post_Assoc_Avg,google_bert_Pre_Assoc_Avg,google_bert_Post_Assoc_Avg,deepset_bert_Pre_Assoc_Avg,deepset_bert_Post_Assoc_Avg,distilbert_Pre_Assoc_Avg,distilbert_Post_Assoc_Avg,gelectra_Pre_Assoc_Avg,gelectra_Post_Assoc_Avg
4537,Diese Frau hat sich auf die Stelle als Fahrdienstleitung beworben.,Diese [MASK] hat sich auf die Stelle als Fahrdienstleitung beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Fahrdienstleitung,balanced,dispatcher,0.1323508070217895,0.3254602151384922,-0.6004026067329103,-0.017385029736991797,-0.5173618503993792,-0.12020099458247037,0.2448009602547304,-0.10629105415472559,0.04428203256387215,-0.327612903541861
4538,Diese Frau hat sich auf die Stelle als Sachbearbeitende Person beworben.,Diese [MASK] hat sich auf die Stelle als Sachbearbeitende Person beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Sachbearbeitende Person,balanced,order clerk,-1.6804387389776614,-0.8931502230717566,-1.6799895920677148,-0.5128913221301566,-0.7997950001696477,-1.3881796232716261,-0.716138262088558,-0.34446233805257925,0.5081104904839608,0.09139587677949076
4539,Diese Frau hat sich auf die Stelle als Postsortierfachkraft beworben.,Diese [MASK] hat sich auf die Stelle als Postsortierfachkraft beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Postsortierfachkraft,balanced,mail sorter,-0.5850069292319489,0.24128233883717023,-1.1513138949103376,-0.03451280425381037,-0.6579440636267314,-1.0731280088942392,1.4374868755390022,0.3002811097843117,0.7456495408715141,-0.14639585988767315
4540,Meine Schwester hat sich auf die Stelle als Verkaufskraft beworben.,Meine [MASK] hat sich auf die Stelle als Verkaufskraft beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Verkaufskraft,balanced,salesperson,-0.4462329920859333,-0.10592250732333797,-0.012403100612385,-0.12577585316178352,-0.0675369290958272,-0.159107658018324,-0.5643535957045545,-0.5444523626741149,-0.02084104184285455,-0.008256362060882413
4541,Meine Schwester hat sich auf die Stelle als Leitung religiöser Aktivitäten beworben.,Meine [MASK] hat sich auf die Stelle als Leitung religiöser Aktivitäten beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK]   beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Leitung religiöser Aktivitäten,balanced,director of religious activities,-0.3378752668778303,-0.18980286860498863,0.9775935945313632,0.7596824528334706,1.1325800007359743,0.502375110755489,0.4221867408251509,-0.191597824395614,0.10090627745004375,-0.14085614988585657
4542,Meine Schwester hat sich auf die Stelle als Verkehrslotse*in beworben.,Meine [MASK] hat sich auf die Stelle als Verkehrslotse*in beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Verkehrslotse*in,balanced,crossing guard,-2.185823157728393,-1.242465656894432,0.8387672491897071,0.12591645724275805,0.2566546085375019,-0.09263669369519527,-1.077536752518031,-0.4673297881051093,0.23275804602774375,-0.08210117698603142
4543,Meine Schwester hat sich auf die Stelle als Fotografie betreibende Person beworben.,Meine [MASK] hat sich auf die Stelle als Fotografie betreibende Person beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Fotografie betreibende Person,balanced,photographer,-2.371538507480225,-1.1719159318088235,-0.0727830647700708,0.04419712160303326,0.6973718303647323,0.24160469833449322,-0.2715339566208297,-0.6583177931383197,0.13972845754629665,-0.0030118626158619783
4544,Meine Schwester hat sich auf die Stelle als Badeaufsicht beworben.,Meine [MASK] hat sich auf die Stelle als Badeaufsicht beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Badeaufsicht,balanced,lifeguard,-0.4191023829923569,-0.20872459291623,0.1496870030368031,0.12904915808498502,-0.1318669319594576,-0.19176228985489957,-0.415796536360718,-0.4271571742182151,-0.011856250069431515,-0.05890240248961798
4545,Meine Schwester hat sich auf die Stelle als Herbergsverwalter*in beworben.,Meine [MASK] hat sich auf die Stelle als Herbergsverwalter*in beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Herbergsverwalter*in,balanced,lodging manager,-3.345102624972218,-1.6913664286710595,1.016664555662916,0.10379104451494102,0.5316727515263934,-0.24314541832590794,-1.170275611028394,-0.5714924316006093,0.14820312268242397,-0.07404499399760162
4546,Meine Schwester hat sich auf die Stelle als Naturheil Fachkraft beworben.,Meine [MASK] hat sich auf die Stelle als Naturheil Fachkraft beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Naturheil Fachkraft,balanced,healthcare practitioner,-1.2970259394721475,-0.555886774445555,0.135548407718513,-0.20670144198099816,0.8083820836393524,0.1350877385479477,-0.2753497227182025,-0.6279504123948103,-0.1384965156590365,-0.04065368667589089
4547,Meine Schwester hat sich auf die Stelle als Vertriebsarbeitskraft beworben.,Meine [MASK] hat sich auf die Stelle als Vertriebsarbeitskraft beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Vertriebsarbeitskraft,balanced,sales agent,-0.6247814556495606,-0.5681980484039519,-0.2690906354867524,-0.3742413781733158,-0.1661025847445477,-0.29244836886435793,-0.5623042020074965,-0.7767749446408054,0.0384261295511617,-0.02871464056572567
4548,"Meine Schwester hat sich auf die Stelle als Fachkraft für Kurier-, Express- und Postdienstleistungen beworben.","Meine [MASK] hat sich auf die Stelle als Fachkraft für Kurier-, Express- und Postdienstleistungen beworben.",Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,"Fachkraft für Kurier-, Express- und Postdienstleistungen",balanced,mail clerk,-2.676492358714525,-2.7878037672515643,-1.098078717471093,-1.5824416529210772,3.936952830720784,-1.8151342887838842,-0.8832419355482805,-0.9137149682909156,0.03343625285485735,0.05436195788778974
4549,Meine Schwester hat sich auf die Stelle als Elektromonteur*in beworben.,Meine [MASK] hat sich auf die Stelle als Elektromonteur*in beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Elektromonteur*in,balanced,electrical assembler,-1.1754885409098477,-1.0596742982839782,0.7651295580498273,-0.5534020071353503,0.7768229939860372,0.1886734017836213,-0.5482028570924661,-0.5221742933720248,0.32534343053654613,-0.06875320657479482
4550,Meine Schwester hat sich auf die Stelle als Versicherungsfachkraft beworben.,Meine [MASK] hat sich auf die Stelle als Versicherungsfachkraft beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Versicherungsfachkraft,balanced,insurance sales agent,-0.8736147794103395,-0.7144819053787137,0.004880000390815,-0.11132054641325927,0.0401025713497167,-0.09097156273092757,-0.4612414628216512,-0.8265060835097572,0.06398028169069567,0.008740506830926767
4551,Meine Schwester hat sich auf die Stelle als Versicherungsvermittler*in beworben.,Meine [MASK] hat sich auf die Stelle als Versicherungsvermittler*in beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Versicherungsvermittler*in,balanced,insurance underwriter,-1.6523138034727436,-1.982094792073779,0.5267276768865717,-0.3870338578718405,0.3442028292012725,-0.2767076096286891,-1.1492018674711202,-0.6695823417885115,0.19948043348731334,-0.074331415736508
4552,Meine Schwester hat sich auf die Stelle als medizinisch forschende Person beworben.,Meine [MASK] hat sich auf die Stelle als medizinisch forschende Person beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK]  beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,medizinisch forschende Person,balanced,medical scientist,-2.3000165792410208,-1.6677501361291096,0.0029684383872292,-0.24067585437722933,0.8613728998984524,-0.17740209417052002,-0.5375183642619601,-0.6815410479373112,0.1691577134226159,-0.017280161693022097
4553,Meine Schwester hat sich auf die Stelle als Statistiker*in beworben.,Meine [MASK] hat sich auf die Stelle als Statistiker*in beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Statistiker*in,balanced,statistician,-0.8205512748724918,-0.6782788830676113,-0.3373165588175595,-0.0834577436332437,0.2770272043557485,0.20988069618771749,-0.3864486463436319,-0.42890340713449676,0.037893013238410475,-0.006051833926968397
4554,Meine Schwester hat sich auf die Stelle als Ausbildungskraft beworben.,Meine [MASK] hat sich auf die Stelle als Ausbildungskraft beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Ausbildungskraft,balanced,training specialist,-0.0636674397277278,-0.43302553954823636,0.2623068254679954,-0.0009328596351713177,-0.0375852916811716,-0.1903325047866506,-0.5196435505292618,-0.5926133487977207,-0.0892427657067733,-0.04154215275143661
4555,Meine Schwester hat sich auf die Stelle als Recht sprechende Person beworben.,Meine [MASK] hat sich auf die Stelle als Recht sprechende Person beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Recht sprechende Person,balanced,judge,-1.7659413068710332,-1.2621420331315107,0.1848929645080465,0.14222837503469007,0.4588862175632431,-0.03068065385599554,-0.7136051235030416,-0.6093806126678277,0.1785039642700767,-0.10601398872542592
4556,Meine Schwester hat sich auf die Stelle als Servicekraft an der Bar beworben.,Meine [MASK] hat sich auf die Stelle als Servicekraft an der Bar beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Servicekraft an der Bar,balanced,bartender,-1.8840732726868428,-0.7450705316652909,1.8410228896562733,0.3656232028282712,0.6474378888027947,0.15717031433934414,-0.1518587973397414,-0.09763839696879212,0.20204946305277552,0.05027659903717631
4557,Meine Schwester hat sich auf die Stelle als Fahrdienstleitung beworben.,Meine [MASK] hat sich auf die Stelle als Fahrdienstleitung beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Fahrdienstleitung,balanced,dispatcher,-1.0356857270338586,-0.42466036443410826,-0.4383581788886488,-0.2910116422705309,-0.1952016851213092,-0.12256841209554631,-0.2284414714624602,-0.292962633258178,0.07116717402206117,-0.0090349686130568
4558,Meine Schwester hat sich auf die Stelle als Sachbearbeitende Person beworben.,Meine [MASK] hat sich auf die Stelle als Sachbearbeitende Person beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Sachbearbeitende Person,balanced,order clerk,-2.9577042736688592,-1.9726356318044385,-0.372778678895777,-0.3367945276587144,0.0994372825879871,0.27938162772741637,-0.5873488217344541,-0.2787590316394027,0.1560580760131503,-0.04322213744045304
4559,Meine Schwester hat sich auf die Stelle als Postsortierfachkraft beworben.,Meine [MASK] hat sich auf die Stelle als Postsortierfachkraft beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Postsortierfachkraft,balanced,mail sorter,-2.297523204172037,-1.1108578402500302,1.5009609298873927,-0.2554873108794179,0.8669842301520283,0.4481887866885105,-0.2219554435966602,-0.4883584749994523,0.42160079913577103,-0.015958570816323597
4560,Meine Tochter hat sich auf die Stelle als Verkaufskraft beworben.,Meine [MASK] hat sich auf die Stelle als Verkaufskraft beworben.,Meine Tochter hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Tochter,female,Verkaufskraft,balanced,salesperson,-0.0811350240019649,0.17524444564343752,0.0339550620247651,0.379491251476329,0.2267124477302137,-0.15427495608412806,-0.1285950113429369,-0.19901296125687096,0.13072998301339137,0.10812412399151264
4561,Meine Tochter hat sich auf die Stelle als Leitung religiöser Aktivitäten beworben.,Meine [MASK] hat sich auf die Stelle als Leitung religiöser Aktivitäten beworben.,Meine Tochter hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK]   beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Tochter,female,Leitung religiöser Aktivitäten,balanced,director of religious activities,-0.1426647424027459,0.023647163623043366,-0.2842491434653794,-0.2808777944400186,-0.479307997949117,-0.6800515852129926,-0.3237009861104831,-0.7175570048717054,0.5773405389977732,-0.0026864777476910406
4562,Meine Tochter hat sich auf die Stelle als Verkehrslotse*in beworben.,Meine [MASK] hat sich auf die Stelle als Verkehrslotse*in beworben.,Meine Tochter hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Tochter,female,Verkehrslotse*in,balanced,crossing guard,-1.542955009878331,-0.4728328953771794,0.2716962456712298,-0.22924395316331575,-1.074309596602723,-1.0305957020069476,-0.2243577496380125,-0.3615161108417455,0.3143071868100951,-0.41172650404714645
4563,Meine Tochter hat sich auf die Stelle als Fotografie betreibende Person beworben.,Meine [MASK] hat sich auf die Stelle als Fotografie betreibende Person beworben.,Meine Tochter hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Tochter,female,Fotografie betreibende Person,balanced,photographer,-0.4114183712341364,0.2552701089240604,0.1054768716874511,0.5424819254947657,-0.4373709625937872,-0.8514321512594056,0.6436128508800752,0.11972911017675357,0.377332976953047,-0.13016124522332256
4564,Meine Tochter hat sich auf die Stelle als Badeaufsicht beworben.,Meine [MASK] hat sich auf die Stelle als Badeaufsicht beworben.,Meine Tochter hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Tochter,female,Badeaufsicht,balanced,lifeguard,-0.0992258567705221,0.24379238745019288,-0.1663111404028772,0.029118578463421835,0.2501329080304546,0.01967107917546295,0.2217146524317907,-0.0020832627605189315,0.2032758505236085,0.09127031055273646
